"RAZON_SOCIAL";"REGION_OTROS";"REGION_CF";"REGION_BSAS";"REGION_DESCONOCIDO";"REGION_CBA";"PROD_DATOS_RPV";"PROD_INTER_DEDICADO";"PROD_DATOS_ENLACE";"PROD_DATOS_LAN_TO_LAN";"PROD_SD_WAN";"MERC_OTROS";"MERC_CORPORATIVO";"MERC_EMPRESAS";"MERC_GRANDES_CLIENTES";"MERC_PYMES";"CANT_PRODUCTOS";"CANT_ENLACES";"FACTURACION_ARS";"DURACION_CLIENTE_DIAS";"INCIDENTES";"TMR"
"INDUSTRIA QUIMICA BG SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"319200";"619";"3";"3,67"
"INDUSTRIAL AND COMMERCIAL BANK OF CHINA";"0";"1";"0";"0";"0";"12";"33";"11";"4";"0";"0";"1";"0";"0";"0";"4";"60";"30784800";"934";"272";"251,2"
"INDUSTRIAS AVICOLAS S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"552000";"3667";"11";"22,75"
"INDUSTRIAS GUIDI";"0";"0";"1";"0";"0";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0";"2";"3";"2220000";"3148";"26";"118,56"
"INDUSTRIAS JOHN DEERE ARG SA";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"1144800";"5134";"6";"111,91"
"INDUSTRIAS LEAR DE ARG. S.A.";"0";"0";"1";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0";"1";"5";"1896000";"587";"4";"95,22"
"INDUSTRIAS MOVILIFT SRL";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"804000";"1519";"20";"62,44"
"INDUSTRIAS PROFILA S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"420000";"1041";"2";"609,42"
"INDUSTRIAS PUGLIESE S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"403200";"238";"0";"0"
"INDUSTRIAS SECCO S.A.";"1";"0";"0";"0";"0";"4";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"8";"4944000";"563";"110";"1118,76"
"INERCIKAR S.A.";"0";"0";"1";"0";"0";"2";"2";"0";"0";"2";"0";"1";"0";"0";"0";"3";"6";"2208000";"1251";"42";"248,58"
"INERGY AUTOMOTIVE SYST ARG SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"882000";"937";"2";"14,04"
"INFOBIP LATAM S.A";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"2";"180000";"2217";"166";"102,82"
"INFORMAR ARG. SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"428400";"613";"1";"1,88"
"INFORMATION TECHNOLOGY S.A";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"645600";"1105";"6";"60,58"
"INFRACOM S. A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"2279";"1";"1,13"
"INFRAESTRUCTURA ECONOMICA Y SOCIAL";"0";"0";"1";"0";"0";"0";"3";"0";"2";"0";"1";"0";"0";"0";"0";"2";"5";"166812,72";"210";"0";"0"
"INGREDION ARGENTINA SOCIEDAD ANONIMA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"3947";"2";"111,27"
"INLAND TRANSPORTES SOCIEDAD AN";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"1152000";"3308";"36";"36,34"
"INMOBAL NUTRER S A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"864000";"1106";"0";"0"
"INNOVA INGENIERIA S.A";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"510000";"2999";"6";"10,56"
"INNOVA SERVICES SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"2";"2";"714000";"34";"0";"0"
"INOCULAR SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"468000";"1613";"2";"26,97"
"INQUINAT S.A.";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"621600";"3253";"20";"33,98"
"INSIDE ONE S.A.";"0";"1";"0";"0";"0";"3";"2";"2";"0";"0";"0";"1";"0";"0";"0";"3";"7";"1296000";"1126";"54";"363,6"
"INSSJP (INSTIT NAC DE SERV SOC PARA JUBI";"0";"0";"1";"0";"0";"9";"0";"0";"2";"0";"1";"0";"0";"0";"0";"2";"11";"1319594,41";"537";"22";"72,78"
"INST DE ESTAD Y REGISTRO D LA IND DE LA";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"1";"0";"0";"0";"0";"1";"6";"5751324";"325";"16";"14,76"
"INST OFTALM CENTRO CIRUG OCU";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"725";"0";"0"
"INST. PRIVADO DR. JOSE INGENIE";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"522000";"3104";"12";"51,81"
"INST.MANDATARIO DE RECAUD. SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"720";"2";"12,3"
"INST.MEDICO DEAN FUNES SA";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"768000";"1312";"17";"10,08"
"INSTITUTO ARGENTINO DE DIAGNOSTICO Y TRA";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"3";"3";"1560000";"1106";"36";"288,21"
"INSTITUTO ASEGURADOR MERCANTILCOMPAÑIA A";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"2";"2";"649920";"6316";"110";"93,04"
"INSTITUTO BIOLOGICO ARGENTINO";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"512400";"4382";"35";"14,3"
"INSTITUTO CARDIOVASCULAR BUENOS AIRES";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"2";"2";"2700000";"5401";"26";"9,34"
"INSTITUTO CONCI CARPINELLA SRL";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"974400";"892";"24";"135,84"
"INSTITUTO DE INVESTIGACION EN CIENCIA Y";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"59374,35";"1088";"8";"3,45"
"INSTITUTO DE INVESTIGACIONES CIENTIFICAS";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"2";"100000";"166";"32";"80,76"
"INSTITUTO DE INVESTIGACIONES DEL CORAZON";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"264000";"1404";"2";"28,52"
"INSTITUTO DE PREVISION Y SEGURIDAD SOCIA";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"2";"264000";"5799";"18";"10,76"
"INSTITUTO DE RADIACIONES SALTA S.R.L.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"384000";"1041";"9";"13,69"
"INSTITUTO DE SALTA CIA DE SEGUROS DE VID";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"5447";"5";"1,74"
"INSTITUTO GAMMA SA";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"2065920";"433";"18";"21,56"
"INSTITUTO MEDICO RIO CUARTO SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"319200";"1041";"1";"6,34"
"INSTITUTO MODELO DE CARDIOLOGIA S.R.L";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"456000";"1498";"4";"163,08"
"INSTITUTO NACIONAL CENTRAL COORDINADOR D";"0";"1";"0";"0";"0";"5";"2";"0";"0";"0";"1";"0";"0";"0";"0";"2";"7";"850500";"4538";"60";"44,68"
"INSTITUTO NACIONAL DE ASOCIATIVISMO Y EC";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"8820,15";"3667";"1";"3,25"
"INSTITUTO NACIONAL DE VITIVINICULTURA";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"2";"51730";"6370";"46";"90,04"
"INSTITUTO NACIONAL DEL AGUA - INA EZEIZA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"1";"2";"385625";"1344";"25";"45,09"
"INSTITUTO PRIVADO DE RADIOTERAPIA CUYO S";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"384000";"1041";"8";"24,58"
"INSTITUTO PROVICIAL DE SALTA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"132600";"495";"5";"29,08"
"INSTITUTO PROVINCIAL DE JUEGOS DE AZAR D";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"108870";"389";"0";"0"
"INSTITUTO PROVINCIAL DE LOTERIA Y CASINO";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"2070000";"1041";"0";"0"
"INSTITUTO PROVINCIAL DE VIVIEN";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"2";"2";"311610";"669";"0";"0"
"INSTITUTO UNIVERSITARIO MADRES DE PLAZA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"2";"2";"0";"780";"4";"27,58"
"INTEGRA CAPITAL S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"201600";"459";"4";"13,55"
"INTEGRADORES S.A.";"0";"1";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0";"1";"5";"5256000";"3505";"25";"40,57"
"INTEGRALCOR SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"480000";"185";"0";"0"
"INTEGRANDO VALORES SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"504000";"1656";"7";"22,15"
"INTEGRATION CONSULTORIA EMPRESARIAL - AR";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"366000";"6543";"4";"55,12"
"INTEGRO CO SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"268800";"1130";"3";"3,88"
"INTELIGLOBE COMMUNICATIONS LTD";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"118";"1";"1031,45"
"INTELIGLOBLE COMUNICAC ARG SRL";"0";"1";"0";"0";"0";"0";"13";"0";"6";"0";"1";"0";"0";"0";"0";"2";"19";"13447200";"122";"890";"49,9"
"INTER AMERICAN CARGO GROUP S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"2776";"7";"13,07"
"INTER HEALTH SERVICES ARG SA";"0";"1";"0";"0";"0";"8";"1";"0";"1";"0";"0";"0";"0";"1";"0";"3";"10";"1080000";"2238";"276";"100,74"
"INTERATOS S.A.S";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"3600000";"1158";"2";"5,94"
"INTERBANKING S.A.";"0";"1";"0";"0";"0";"66";"7";"11";"1";"0";"0";"1";"0";"0";"0";"4";"85";"63730800";"1574";"2412";"248,76"
"INTERCONECTA S. A. S.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"20475000";"4";"0";"0"
"INTERNACIONAL RICKY SARKANY SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"655200";"228";"1";"0,89"
"INTERNATIONAL FLAVORS Y FRAGAN";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"958800";"1299";"2";"26,78"
"INTERPACK S.A";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"141120";"594";"0";"0"
"INTERSISTEMAS SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"399000";"376";"0";"0"
"INTERTEC COMUNICACIONES SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"0";"1531";"0";"0"
"INVAP SOC DEL ESTADO";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"1";"3";"889200";"678";"2";"1,48"
"INVEL LATINOAMERICANA S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"180000";"1476";"3";"7,98"
"INVERTIR EN BOLSA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"516000";"2457";"7";"46,53"
"INVERTIRONLINE S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"1328";"11";"34,77"
"IP S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"504000";"2552";"2";"2412,66"
"IP VOICE S.A.";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1888";"8";"15,36"
"IPROA SRL";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"606";"0";"0"
"IPSOS ARGENTINA SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"6852";"0";"0"
"IQSA S.A.";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"2";"2";"1229600";"560";"6";"5,42"
"IRAM";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"600000";"1750";"4";"18,06"
"IRON GROUP S.A";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"756000";"2610";"16";"47,09"
"IRON MOUNTAIN ARGENTINA S.A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"882000";"6883";"16";"79,96"
"IRSA INVERSIONES Y REPRES. S.AIRSA S.A.";"0";"1";"0";"0";"0";"0";"14";"0";"0";"0";"0";"1";"0";"0";"0";"1";"14";"9072000";"27";"2";"46,79"
"ISECOM S.A.";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"710400";"733";"4";"22,7"
"ISP FIBER S.R.L.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"4722000";"1326";"10";"15"
"IT BROKERS S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"294";"0";"0"
"IT SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"780000";"3218";"33";"24,6"
"ITC COMUNICACIONES IP S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"540000";"2061";"1";"70,95"
"ITCS SA";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"304800";"108";"1";"52,29"
"ITURAN DE ARGENTINA SA";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"960000";"6165";"48";"28,06"
"IVANAR SA";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1183200";"328";"7";"20,75"
"IVECAM SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"888000";"3639";"10";"10,01"
"Instituto Nacional De Empleo Y For macion Profesional  Inefop";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"167";"0";"0"
"J LLORENTE Y CIA SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"696000";"3532";"28";"18,53"
"J Y S CONTIGIANI S R L";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"360000";"755";"7";"14,96"
"J. WALTER THOMPSON ARG SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1632000";"4359";"15";"7,59"
"JAMBO SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"882000";"1063";"4";"15,44"
"JAMES S.A.";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"930";"0";"0"
"JAPAN BIKES SRL";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"163200";"34";"0";"0"
"JC LORENZO INVERSORA S.A.";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"0";"1041";"0";"0"
"JEFFERSON SUDAMERICANA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"265200";"3867";"7";"17,62"
"JENCK SA";"0";"1";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"660000";"4365";"24";"40,62"
"JIT S A";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"990000";"1530";"28";"85,99"
"JOCKEY CLUB";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1584000";"1343";"10";"320,72"
"JORGE NEMAN SACIMA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"717600";"4291";"0";"0"
"JORGE RAUL NAJLE  E HIJOS SRL";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"495";"3";"12,76"
"JORGE RICCHEZZE S. A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"260400";"1424";"2";"8,35"
"JOSE ALBERTO TOSCANO S A";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"499200";"1447";"0";"0"
"JOSE CARTELLONE CONST CIVILESS A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"512400";"1144";"5";"9,26"
"JOSE FREIBERG SACI";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"2847";"9";"14,94"
"JOSE LLENES SACIF";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"600000";"374";"5";"34,05"
"JOSE MARIA DURAN S.A";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"795";"1";"0,57"
"JP MORGAN CHASE BANK SUC. BS. AS.";"0";"1";"0";"0";"0";"4";"2";"1";"1";"0";"0";"1";"0";"0";"0";"4";"8";"5220000";"3870";"328";"104,04"
"JPC OIL S.R.L";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"360000";"1040";"2";"3,53"
"JPH S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"327600";"634";"0";"0"
"JTEKT AUTOMOTIVE ARGENTINA SA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1626000";"2405";"8";"23,35"
"JUAMARITA S A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"882000";"1488";"0";"0"
"JUAN A CAROZZO Y CIA S R L";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"504000";"565";"12";"11,8"
"JUAN Y FELIX PASQUALE SRL";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"420000";"1519";"24";"39,41"
"JUEGOS INTERNACIONALES SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"268800";"320";"0";"0"
"JULIA TOURS S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"299";"77";"46,04"
"JULIO DONADIO SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"461160";"1601";"3";"57,69"
"JULIO FRANCISCO A AURELIO S A";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"0";"3723";"81";"88,78"
"JUNTA DE SEGURIDAD EN ELTRANSPORTE";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"823";"21";"88,63"
"JUNTAS ILLINOIS SA CI";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"600000";"4626";"13";"219,61"
"JUST INTERNATIONAL LATAM SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1366800";"2482";"86";"51,69"
"KAESER COMPROSORES ARG SRL";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1201200";"2412";"29";"61,31"
"KALOZ S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"591";"4";"266,92"
"KANDIKO S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"184800";"1155";"7";"114,61"
"KAPSCH TRAFFICCOM ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"1080000";"4906";"1";"4,37"
"KARPOL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"255360";"1972";"31";"11,79"
"KERRY INGREDIENTS ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"472800";"3808";"0";"0"
"KILAB SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"765600";"1440";"8";"18,23"
"KILGELMANN SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"512400";"1886";"0";"0"
"KIMBERLY CLARK ARGENTINA S.A.";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"7922";"0";"0"
"KINETA SA";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"882000";"5666";"16";"11,52"
"KIRICHENKO SRL";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"257448";"112";"2";"16,09"
"KLABIN ARGENTINA S A";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"3151464";"2420";"18";"17,02"
"KLEFFMANN & PARTNER SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"798000";"969";"5";"36,97"
"KONTROL DEFENSA ELECTRONICA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"156000";"6326";"7";"66,32"
"KOWZEF SA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"1276800";"845";"0";"0"
"KPMG";"0";"1";"0";"0";"0";"4";"3";"1";"3";"0";"0";"1";"0";"0";"0";"4";"11";"10024800";"1022";"420";"307,72"
"KROMBERG & SCHUBERT ARGENTINA S.R.L";"0";"1";"0";"0";"0";"2";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"1896000";"1158";"90";"200,34"
"KUARZO ARGENTINA S.A.";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"4874";"0";"0"
"KUEHNE + NAGEL SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"756000";"363";"19";"10,56"
"KUMON INST DE EDUC DE ARG";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"302400";"2028";"7";"27,59"
"KVN SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"969";"7";"68,75"
"KYNDRYL ARGENTINA S.R.L.";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"6129600";"1102";"34";"35,87"
"KYNDRYL URUGUAY S.A";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1200000";"930";"0";"0"
"L EXPRES";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1291";"16";"134,05"
"LA BAJADA SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"655200";"406";"2";"22,88"
"LA CAMIONERA MENDOCINA";"1";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"814800";"690";"18";"107,64"
"LA CENTRAL DE VICENTE LOPEZ SA";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"294000";"1837";"34";"59,06"
"LA COOPERATIVA, EMPRESA ELECTRICA DE GOD";"1";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"1428000";"8308";"14";"718,94"
"LA CORNISA PRODUCCIO NES S. A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"260400";"627";"39";"45,97"
